This Talk2U-CSEF-hate-speech-pilot-dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content from the Talk2U-CSEF-hate-speech-pilot-dataset is made available under the CC BY-NC. Attibutions to Talk2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61060110,2023-04-10 15:35:43,2023-04-27 17:40:05,,a,,,,,2,,,SH_4_exercise_proposal,Victim - Don't React,3,as,,5,Yes,2023-04-10T15:35:44.184654-03:00,Yes,Provavelmente não,Provavelmente não,Provavelmente,Definitivamente não,,6,,PA,,,,,,,4,5,7,,10,9,19,Female,,Branco,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T15:43:15.783810-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,4_exercise_proposal,6,,,,,,,,,,,,,7,9466,2023-04-17T13:17:38.189679-03:00,9,7,Da primeira vez que eu fiz n entendi mt bem,D,8,2023-04-10T23:31:27.247626-03:00,5,,,,,,,,,,,,,,,,2,,,,,,8,5,,7,,5,8,2023-04-10T16:08:19.174711-03:00,6,,,2023-04-17T13:18:13.253404-03:00,4,,,,,,,,,,,,,,2023-04-10T23:25:04.070368-03:00,,,,,,,,,13-04-2023 20:41,,,,,,,,,,,,,,,,,,17,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61350317,2023-04-11 9:50:49,2023-04-27 17:40:15,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T09:50:50.054904-03:00,Yes,Definitivamente,Provavelmente,Definitivamente,Não sei dizer,,4,,SP,,,,,,,4,5,5,,3,5,19,Female,,Pardo,Provavelmente,Provavelmente,Definitivamente,Provavelmente não,2023-04-11T09:57:29.438681-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093773,2023-04-10 21:50:16,2023-04-11 18:16:34,,a,LGBT 2 - Observer,,,2023-04-10T21:51:39.581191-03:00,2,0,Feminino,End of experience,Observer - React,3,as,,3,Yes,2023-04-10T21:50:17.186385-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,cd1edd42-cce1-4d20-9919-7968a12d4151,,,5,133,2023-04-11T17:17:54.221459-03:00,9,9,,,5,3,2023-04-11T15:04:49.011444-03:00,5,,,,,,,,,,,,,7,9,,,2,,,,,,9,2023-04-11T18:09:17.990932-03:00,,,0,,,,,8,,,,,,,,,,,,,,,8,7,45,2023-04-11T18:06:25.739527-03:00,8,10,,,5,2023-04-11T17:20:46.216713-03:00,5,,,44,2023-04-11T07:11:26.389162-03:00,9,,,2023-04-11T06:26:49.681523-03:00,5,,11-04-2023 17:27,,,,,,,,,,,,,,,,,,11,04,2023,3,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61093330,2023-04-10 21:30:12,2023-04-17 21:53:20,,a,Gordofobia - Observer,,,2023-04-10T21:32:44.483810-03:00,2,0,Feminino,1_start,Victim - React,0,as,,5,Yes,2023-04-10T21:30:12.370345-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,React,89365d97-d15d-41db-bb95-6e68276aae50,,,1_start,,,,,,,7,7,2023-04-10T21:50:48.979342-03:00,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1_start,,,,,,,,2023-04-17T21:53:02.051949-03:00,,,,,,,,,2023-04-10T21:49:09.769536-03:00,,,10-04-2023 21:47,"""""",,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61093182,2023-04-10 21:23:15,2023-04-27 17:40:05,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-10T21:23:15.661873-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,5,,MG,,,,,,,5,2,8,,7,9,23,Female,,Branco,Definitivamente,Provavelmente,Provavelmente,Definitivamente não,2023-04-11T20:24:02.027669-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Press release - recruitment,,W2 - Research,,,,,,,,,
61058844,2023-04-10 14:56:06,2023-04-27 18:09:21,,a,,,,,,,,Screening,Observer - Don't React,0,as,,2,Yes,2023-04-10T14:56:07.221864-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Provavelmente não,,8,,TO,,,,,,,5,2,7,,7,7,23,Female,,Pardo,Definitivamente não,Definitivamente,Definitivamente,Provavelmente não,2023-04-15T06:57:11.834669-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,7,Definitivamente,Não,Provavelmente não,Provavelmente,Provavelmente,Definitivamente,Provavelmente não,Provavelmente não
61092834,2023-04-10 21:08:25,2023-04-27 17:40:18,,a,,,,,2,,,Research Wave 1,Observer - Don't React,1,as,,1,Yes,2023-04-10T21:08:26.015367-03:00,Yes,Definitivamente,Definitivamente não,Não sei dizer,Definitivamente não,,6,,PB,,,,,,,5,4,7,,,,23,Female,,Branco,Não,Definitivamente não,Definitivamente,Definitivamente não,2023-04-10T21:12:44.170018-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2023-04-10T21:26:19.713066-03:00,10,10,,10,2023-04-10T21:17:17.174174-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,2s,,,,,,,8,2023-04-10T21:16:08.928030-03:00,,,,,,,,,,,,10-04-2023 21:18,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61092720,2023-04-10 21:04:16,2023-04-27 17:40:21,,o,,,,,,,,Research Wave 1,Victim - Don't React,0,os,,5,Yes,2023-04-10T21:04:16.800727-03:00,Yes,Provavelmente não,Provavelmente,Provavelmente,Provavelmente,,6,,SP,,,,,,,4,4,8,,6,8,23,Male,,Branco,Provavelmente,Definitivamente,Provavelmente,Não sei dizer,2023-04-10T21:09:12.730390-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61353102,2023-04-11 11:18:33,2023-04-11 11:27:18,,,,,,,,,,Pilot Research - Demographic Data,,,,,,Yes,2023-04-11T11:18:33.301999-03:00,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f93652f-7a56-4767-aaf3-b567fb4c3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61092965,2023-04-10 21:13:25,2023-04-13 22:22:01,,o,LGBT 1 - Observer,,,2023-04-10T21:15:34.590999-03:00,1,0,Masculino,TAP_3,Victim - React,0,os,,7,Yes,2023-04-10T21:13:26.005419-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,React,c5a95399-509e-4115-9fe2-02148a1dbf48,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-10T22:19:45.220500-03:00,,,10-04-2023 22:20,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
61092677,2023-04-10 21:02:16,2023-04-24 16:43:02,,o,,,,,,,,Research Wave 1,Observer - React,0,os,,4,Yes,2023-04-10T21:02:17.139449-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Provavelmente não,,7,,SP,,,,,,,5,5,8,,,,26,Male,,Branco,não,Provavelmente não,Provavelmente,Provavelmente não,2023-04-10T21:06:52.372488-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61376363,2023-04-11 19:56:42,2023-04-14 22:04:37,,a,LGBT 2 - Observer,,,2023-04-11T19:58:36.020272-03:00,2,0,Feminino,TAP_5,Victim - React,0,as,,7,Yes,2023-04-11T19:56:43.029505-03:00,Yes,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,Victim,React,327c5b56-802f-4c60-b14f-b2420c8edcb3,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-11T20:13:06.012556-03:00,,,11-04-2023 20:14,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,,,,,,,,,,,,
61095547,2023-04-10 23:44:24,2023-04-24 19:20:41,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-10T23:44:24.921779-03:00,Yes,Provavelmente não,Provavelmente não,Definitivamente não,Definitivamente não,,6,2,BA,,,,,,,4,2,6,,6,6,19,Female,,Pardo,Provavelmente,Provavelmente,Provavelmente,Definitivamente não,2023-04-10T23:49:25.087956-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,6,,,,,,,,
61351033,2023-04-11 10:13:52,2023-04-27 17:40:14,,a,,,,,1,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T10:13:53.144392-03:00,Yes,Provavelmente não,Provavelmente,Provavelmente,Definitivamente não,,5,,ES,,,,,,,4,4,6,,,,20,Female,,Branco,Definitivamente,Não sei dizer,Definitivamente,Provavelmente não,2023-04-11T10:19:32.303483-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2023-04-11T10:24:13.780660-03:00,5,,11-04-2023 10:25,,,,,,,,,,,,,,,,,,,,,,,Jonas,,Press release - recruitment,,W2 - Research,,,,,,,,,
61058637,2023-04-10 14:49:33,2023-04-27 17:40:09,,a,,,,,2,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-10T14:49:33.845482-03:00,Yes,Provavelmente,Definitivamente não,Provavelmente,Definitivamente não,,8,,mg,,,,,,,4,5,7,,,,18,Female,,Branco,Provavelmente,Definitivamente não,Provavelmente,Definitivamente não,2023-04-10T14:57:25.084281-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 14:59,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096366,2023-04-11 2:27:03,2023-04-27 18:19:24,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T02:27:04.238722-03:00,Yes,Definitivamente,Provavelmente,Definitivamente,Não sei dizer,,8,,SP,,,,,,,5,5,8,,8,8,23,Female,,Branco,Provavelmente,Provavelmente,Definitivamente,Provavelmente não,2023-04-13T22:25:56.318004-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,8,Provavelmente,Provavelmente,Provavelmente,Definitivamente,Provavelmente,Definitivamente,Provavelmente não,Não sei dizer
61093318,2023-04-10 21:29:53,2023-04-11 12:36:40,,a,LGBT 1 - Victim,,,2023-04-10T21:32:05.781216-03:00,2,0,Feminino,TAP_7,Observer - React,1,as,,4,Yes,2023-04-10T21:29:53.799487-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,b612e9c1-d640-496d-99e8-a0111a2816fc,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,3,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,2023-04-11T00:29:02.286956-03:00,9,,,2023-04-10T22:05:19.021250-03:00,4,,10-04-2023 22:06,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61091615,2023-04-10 20:16:31,2023-04-27 23:17:52,,a,,,,2023-04-27T23:17:06.769943-03:00,,0,Feminino,Chat Story Start,,0,as,,,Yes,2023-04-10T20:16:31.341867-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,e2c9a916-ba82-4c3b-bb2e-d0c52f7da544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61420240,2023-04-13 12:55:04,2023-04-13 13:55:36,,a,Gordofobia - Observer,,,2023-04-13T12:57:37.122932-03:00,,0,Feminino,Screening,Observer - Don't React,0,as,,2,Yes,2023-04-13T12:55:04.494062-03:00,Yes,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Observer,Don't react,90ad04da-123b-42f8-9e20-dfa4f72e66d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-04-2023 13:05,"""""",,,,,,,,,,,,,,,,,,,,,,,,Social media recruitment,,,,,,,,,,,
61092817,2023-04-10 21:07:49,2023-04-24 18:37:25,,o,,,,,1,,,Research Wave 1,Observer - React,4,os,,4,Yes,2023-04-10T21:07:50.559165-03:00,Yes,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,,1,0,MG,,,,,,,5,4,4,,3,4,24,Male,,Pardo,Definitivamente,Definitivamente,Definitivamente,Definitivamente não,2023-04-10T21:12:37.735224-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,5,8,2023-04-10T21:34:18.806404-03:00,9,10,,,7,8,2023-04-10T21:25:30.263149-03:00,5,,,,,,,,,,,,,7,0,,,7,7,2023-04-10T21:53:12.889684-03:00,10,8,,4,2023-04-10T21:45:32.872668-03:00,5,,0,,,,,6,,,,,,,,,,,,,,,8,7,10,2023-04-10T21:45:13.318967-03:00,10,10,,,9,2023-04-10T21:34:41.502833-03:00,5,,,8,2023-04-10T21:24:49.728456-03:00,10,,,2023-04-10T21:16:16.902045-03:00,5,,10-04-2023 21:46,,,,,,,,,,,,,,,,,,10,04,2023,3,,Jonas,,UNICEF - recruitment,,W2 - Research,3,Definitivamente,Definitivamente,Provavelmente,Definitivamente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61094376,2023-04-10 22:22:21,2023-04-11 7:02:29,,o,,,,2023-04-10T22:23:53.337640-03:00,,0,Masculino,Chat Story Start,,0,os,,,Yes,2023-04-10T22:22:21.637881-03:00,Yes,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,e2c9a916-ba82-4c3b-bb2e-d0c52f7da544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61058507,2023-04-10 14:46:02,2023-04-28 9:24:37,,a,,,,,1,,,Research Wave 1,Victim - Don't React,5,as,,5,Yes,2023-04-10T14:46:03.271167-03:00,Yes,Definitivamente,Definitivamente não,Não sei dizer,Provavelmente,,10,,SP,,,,,,,4,4,9,,10,10,21,Female,,Amarelo,Provavelmente,Definitivamente,Provavelmente,Provavelmente não,2023-04-10T14:50:39.161990-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,8_final,7,,,,,,,,,,,,,7,74,2023-04-10T16:08:09.012186-03:00,10,10,,,8,2023-04-10T14:53:49.539401-03:00,5,,,,2023-04-11T04:46:03.856425-03:00,,7,56,2023-04-11T05:50:19.597882-03:00,10,10,,10,2023-04-11T04:53:32.981797-03:00,5,,0,5,,,,,10,4,,10,10,9,454,2023-04-11T04:38:44.052508-03:00,10,,,2023-04-10T21:04:14.857480-03:00,5,,,7,6,2023-04-11T04:53:13.650590-03:00,10,10,,,0,2023-04-11T04:46:34.076916-03:00,5,,2023-04-11T04:39:06.523782-03:00,,,,,,,,,11-04-2023 04:54,,,,,,,,,,,,,,,,,,11,04,2023,3,,Jonas,,UNICEF - recruitment,,W2 - Research,10,Definitivamente,Provavelmente,Definitivamente não,Não sei dizer,Definitivamente,Definitivamente,Não sei dizer,Provavelmente não
60645920,2023-04-03 17:33:57,2023-04-27 17:40:23,,a,,,,,,,,Research Wave 1,Never Experienced,0,as,,2,Yes,2023-04-03T17:33:57.826162-03:00,Yes,Provavelmente não,Provavelmente,Não sei dizer,Definitivamente não,,9,,SP,,,,,,,4,1,8,,,,22,Female,,Branco,Provavelmente,Definitivamente,Provavelmente,Definitivamente não,2023-04-03T17:40:58.536065-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friends&Family,,W2 - Research,,,,,,,,,
61097891,2023-04-11 8:26:51,2023-04-20 20:28:31,,a,,,,,,,,Research Wave 1,,,as,,,Yes,2023-04-11T08:26:52.140846-03:00,Yes,Provavelmente,Definitivamente não,,,,9,,Sp,,,,,,,4,5,7,,,,18,Female,,Preto,Definitivamente não,Não sei dizer,,,,,,58381e7e-531a-4b67-afe4-369b6b67f5fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
60486157,2023-03-30 14:58:14,2023-03-30 19:13:52,,a,LGBT 2 - Victim,,,2023-03-30T15:17:35.132634-03:00,,0,Feminino,Screening,Observer - React,0,as,,4,Yes,2023-03-30T14:58:14.821339-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,90ad04da-123b-42f8-9e20-dfa4f72e66d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-03-2023 16:26,,,,,,,,,,,,,,,,,,,,,,,,,AOF recruitment,,,,,,,,,,,
61092986,2023-04-10 21:14:05,2023-04-13 21:43:16,,a,LGBT 2 - Victim,,,2023-04-10T21:17:06.807530-03:00,2,0,Feminino,HTP_7,Never Experienced,1,as,,2,Yes,2023-04-10T21:14:05.902327-03:00,Yes,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,Never had contact,,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,2023-04-10T21:42:21.185019-03:00,10,10,,10,2023-04-10T21:28:50.318005-03:00,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 21:29,"""""",,,,,,,,,,,,,,,,,10,04,2023,1,,Fernanda,,,,,,,,,,,,,
60651048,2023-04-03 21:15:16,2023-04-13 21:16:06,,a,,,,,,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-03T21:15:16.316093-03:00,Yes,Provavelmente,Definitivamente,Definitivamente,Não sei dizer,,5,,SP,,,,,,,4,4,6,,,,18,Female,,Branco,Definitivamente,Definitivamente,Definitivamente,Provavelmente,2023-04-03T21:20:39.056215-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W2 - Research,,,,,,,,,
61350746,2023-04-11 10:06:27,2023-04-24 16:42:42,,a,,,,,2,,,AP_7,Victim - Don't React,1,as,,5,Yes,2023-04-11T10:06:27.931818-03:00,Yes,Definitivamente,Provavelmente,Provavelmente não,Definitivamente não,,8,,MA,,,,,,,4,4,9,,8,7,19,Female,,Preto,Provavelmente,Provavelmente,Definitivamente,Provavelmente não,2023-04-14T11:39:47.899175-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,93,2023-04-14T19:22:07.801507-03:00,7,7,não sei,c,5,2023-04-14T17:48:09.556030-03:00,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-04-2023 19:03,,,,,,,,,,,,,,,,,,14,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61021646,2023-04-07 12:38:46,2023-04-17 12:39:08,,a,,,,,,,,Research Wave 1,,,as,,,Yes,2023-04-07T12:38:47.970036-03:00,Yes,,,,,,5,,RJ,,,,,,,4,4,5,,,,26,Female,,Branco,,,,,,,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Press release - recruitment,,W2 - Research,,,,,,,,,
60358940,2023-03-25 16:52:07,2023-04-05 18:52:57,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-03-25T16:52:07.559310-03:00,Yes,Provavelmente não,Não sei dizer,Definitivamente,Definitivamente não,,2,10,Ba,,,,,,,4,4,2,,3,2,24,Female,,Pardo,não,Provavelmente,Definitivamente,Provavelmente não,2023-03-25T16:57:41.183419-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W2 - Research,3,Provavelmente não,Definitivamente não,Não sei dizer,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
60452482,2023-03-29 12:12:07,2023-04-27 17:55:24,,a,,,,,2,,,End of experience,Observer - React,4,as,,4,Yes,2023-03-29T12:12:07.975756-03:00,Yes,Definitivamente,Provavelmente,Provavelmente não,Definitivamente,,5,,SP,,,,,,,4,3,5,,5,5,18,Female,,Branco,Definitivamente não,Definitivamente,Definitivamente,Definitivamente,2023-03-29T12:23:05.841380-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,5,700,2023-03-30T21:09:27.411891-03:00,10,8,,,6,7,2023-03-30T09:28:43.790037-03:00,5,,,,,,,,,,,,,7,4,,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,,,,8,7,4072,2023-04-03T11:13:05.551271-03:00,10,8,,,6,2023-03-31T15:20:56.729583-03:00,5,,,28,2023-03-29T13:23:22.271597-03:00,10,,,2023-03-29T12:55:03.831913-03:00,5,,31-03-2023 15:25,,,,,,,,,,,,,,,,,,31,03,2023,1,,Fernanda,,Friends&Family,,W2 - Research,5,Provavelmente não,Definitivamente,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,,
60344572,2023-03-24 16:59:10,2023-04-05 17:02:56,,o,,,,,,,,Research Wave 1,Victim - React,0,os,,7,Yes,2023-03-24T16:59:11.228330-03:00,Yes,Definitivamente,Provavelmente,Definitivamente,Definitivamente,,6,8,Sp,,,,,,,4,3,7,,6,7,19,Male,,Pardo,Não,Provavelmente não,Definitivamente,Provavelmente,2023-03-24T17:04:07.076723-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friends&Family,,W2 - Research,8,Provavelmente,Não sei dizer,Provavelmente,Definitivamente,Definitivamente,Definitivamente,Definitivamente,Definitivamente
60504817,2023-03-30 22:31:39,2023-04-09 22:40:23,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-03-30T22:31:40.106676-03:00,Yes,Provavelmente,Definitivamente não,Definitivamente,Provavelmente não,,8,5,Sp,,,,,,,5,4,8,,8,8,23,Female,,Branco,não,Provavelmente,Definitivamente,Provavelmente não,2023-03-30T22:50:30.474153-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOF recruitment,,W2 - Research,6,,,,,,,,
62237106,2023-04-20 18:45:19,2023-04-20 19:07:16,,o,LGBT 2 - Victim,,,2023-04-20T18:46:48.771981-03:00,,0,Masculino,Screening,,0,os,,,Yes,2023-04-20T18:45:19.471712-03:00,Yes,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,90ad04da-123b-42f8-9e20-dfa4f72e66d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-04-2023 18:52,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
